statefips,countyfips,countyfips2,year,month,number_schools,share_all_closed_50,share_all_closed_25,share_all_closed_75,share_elem_closed_50,share_elem_closed_25,share_elem_closed_75,share_middlehigh_closed_50,share_middlehigh_closed_25,share_middlehigh_closed_75,mean_all_change,mean_elem_change,mean_middlehigh_change,total_students,fips,county_name,state_abb,month_names,capita_covid,all_cases,per_pop,share_pop
41,3,3,2020,7,26,24,44,0,23.53,47.06,0,27.27,36.36,0,-9.09,-13.25,-1.15,10019,41003,Benton,OR,July,61.26,57,1633,1 in 1633
41,5,5,2020,7,111,34.02,57.73,15.46,26.98,52.38,9.52,43.18,61.36,22.73,-25.76,-23.17,-29.7,60194,41005,Clackamas,OR,July,148.74,622,672,1 in 672
41,7,7,2020,7,14,35.71,57.14,14.29,14.29,28.57,0,50,70,20,-8.54,20.52,-24.81,5143,41007,Clatsop,OR,July,,,,
41,9,9,2020,7,18,33.33,66.67,8.33,25,62.5,12.5,40,80,0,-37.94,-36.41,-41.36,7063,41009,Columbia,OR,July,78.31,41,1277,1 in 1277
41,11,11,2020,7,24,26.09,39.13,8.7,13.33,26.67,6.67,40,53.33,13.33,-17.79,-4.54,-34.34,9267,41011,Coos,OR,July,55.83,36,1791,1 in 1791
41,13,13,2020,7,8,0,42.86,0,0,100,0,0,33.33,0,5.01,-35.38,10.97,3413,41013,Crook,OR,July,106.54,26,939,1 in 939
41,15,15,2020,7,7,0,0,0,0,0,0,0,0,0,51.19,70.37,43.06,2220,41015,Curry,OR,July,,,,
41,17,17,2020,7,43,19.05,54.76,7.14,8.7,34.78,0,25,62.5,12.5,-28.13,-18.73,-32.91,24215,41017,Deschutes,OR,July,180.08,356,555,1 in 555
41,19,19,2020,7,48,21.95,41.46,0,19.05,33.33,0,20,46.67,0,-4.69,4.15,-3.57,14397,41019,Douglas,OR,July,75.69,84,1321,1 in 1321
41,21,21,2020,7,2,0,50,0,0,50,0,0,50,0,-27.21,-27.21,-27.21,251,41021,Gilliam,OR,July,,,,
41,23,23,2020,7,6,0,0,0,0,0,0,0,0,0,39.17,39.17,49.49,872,41023,Grant,OR,July,,,,
41,25,25,2020,7,11,10,50,0,20,60,0,11.11,55.56,0,3.92,4,-1.57,1052,41025,Harney,OR,July,,,,
41,27,27,2020,7,8,14.29,71.43,0,20,100,0,0,0,0,-37.89,-47.95,-12.73,4140,41027,Hood River,OR,July,350.7,82,285,1 in 285
41,29,29,2020,7,60,10.53,35.09,1.75,5.41,29.73,0,16.67,46.67,3.33,-11.21,-7.93,-17.54,29518,41029,Jackson,OR,July,119.49,264,837,1 in 837
41,31,31,2020,7,10,0,10,0,0,0,0,0,14.29,0,5.85,8.65,1.02,3595,41031,Jefferson,OR,July,754.32,186,133,1 in 133
41,33,33,2020,7,23,22.73,31.82,4.55,15.38,30.77,0,27.27,27.27,9.09,-4.85,12.2,-15.02,10651,41033,Josephine,OR,July,62.87,55,1591,1 in 1591
41,35,35,2020,7,27,20,35,0,8.33,25,0,33.33,44.44,0,8.32,19.84,3.16,9291,41035,Klamath,OR,July,87.93,60,1137,1 in 1137
41,37,37,2020,7,6,16.67,50,0,25,75,0,25,25,0,0.85,-12.98,25.61,1188,41037,Lake,OR,July,,,,
41,39,39,2020,7,103,25.49,52.94,5.88,22.03,50.85,3.39,30.91,56.36,7.27,-16.35,-13.88,-15.98,42787,41039,Lane,OR,July,85.59,327,1168,1 in 1168
41,41,41,2020,7,17,53.33,86.67,33.33,50,87.5,25,50,87.5,37.5,-54.94,-50.87,-57.82,7260,41041,Lincoln,OR,July,126.1,63,793,1 in 793
41,43,43,2020,7,46,19.05,40.48,4.76,23.08,38.46,7.69,14.29,42.86,0,-16.85,-23.07,-10.21,18147,41043,Linn,OR,July,82.47,107,1213,1 in 1213
41,45,45,2020,7,21,36.84,63.16,10.53,25,41.67,0,45.45,81.82,18.18,-31.08,-13.92,-47.18,5079,41045,Malheur,OR,July,1802.36,551,55,1 in 55
41,47,47,2020,7,106,25,54.17,8.33,15.52,51.72,3.45,32,56,12,-22.11,-16.71,-21.81,54290,41047,Marion,OR,July,325.17,1131,308,1 in 308
41,49,49,2020,7,8,25,25,0,16.67,16.67,0,25,25,0,1.09,13.52,19.4,2030,41049,Morrow,OR,July,,,,
41,51,51,2020,7,149,23.94,54.23,5.63,21.36,51.46,4.85,30.77,60,9.23,-21.1,-20.95,-21.32,86354,41051,Multnomah,OR,July,274.1,2228,365,1 in 365
41,53,53,2020,7,23,18.18,31.82,0,7.14,14.29,0,27.27,45.45,0,-10.29,1.36,-25.46,12618,41053,Polk,OR,July,147.53,127,678,1 in 678
41,55,55,2020,7,2,0,50,0,0,50,0,0,0,0,30,30,100,239,41055,Sherman,OR,July,,,,
41,57,57,2020,7,12,16.67,41.67,0,20,60,0,14.29,28.57,0,10.67,0.42,17.99,3220,41057,Tillamook,OR,July,,,,
41,59,59,2020,7,34,17.24,51.72,0,16.67,50,0,17.65,58.82,0,-20.49,-17.14,-26.26,13311,41059,Umatilla,OR,July,1684.41,1313,59,1 in 59
41,61,61,2020,7,13,30.77,61.54,0,25,37.5,0,28.57,85.71,0,-30.35,-21.4,-37.49,3786,41061,Union,OR,July,111.79,30,894,1 in 894
41,63,63,2020,7,6,16.67,50,0,25,50,0,0,50,0,8.18,9.5,17.78,900,41063,Wallowa,OR,July,,,,
41,65,65,2020,7,11,18.18,54.55,0,0,33.33,0,28.57,57.14,0,-25,-11.39,-27.93,3532,41065,Wasco,OR,July,322.31,86,310,1 in 310
41,67,67,2020,7,125,29.03,59.14,4.3,25.4,50.79,1.59,36.11,72.22,8.33,-26.13,-23.99,-30.51,86798,41067,Washington,OR,July,220.42,1326,454,1 in 454
41,69,69,2020,7,3,0,33.33,0,0,33.33,0,0,33.33,0,-12.35,-12.35,-12.35,532,41069,Wheeler,OR,July,,,,
41,71,71,2020,7,34,23.53,55.88,11.76,26.32,47.37,15.79,22.22,61.11,5.56,-22.16,-16.87,-20.47,16575,41071,Yamhill,OR,July,262.37,281,381,1 in 381
53,1,1,2020,7,14,7.69,38.46,0,12.5,37.5,0,0,33.33,0,-6.88,-3.23,6.08,4906,53001,Adams,WA,July,,,,
53,3,3,2020,7,11,37.5,50,12.5,50,75,25,40,40,20,-29.44,-50.41,-24.96,3487,53003,Asotin,WA,July,,,,
53,5,5,2020,7,56,28.85,51.92,7.69,16.13,41.94,6.45,47.83,73.91,13.04,-23.55,-15.09,-39.24,35642,53005,Benton,WA,July,752.48,1538,133,1 in 133
53,7,7,2020,7,34,19.35,54.84,3.23,14.29,42.86,0,22.22,66.67,5.56,-20.78,-14.91,-25.78,13904,53007,Chelan,WA,July,1102.33,851,91,1 in 91
53,9,9,2020,7,25,18.18,36.36,0,7.14,28.57,0,26.67,40,0,0.74,1.18,-2.16,10065,53009,Clallam,WA,July,84.05,65,1190,1 in 1190
53,11,11,2020,7,113,18.99,43.04,6.33,12.5,39.58,4.17,31.58,52.63,10.53,-12.74,-11.8,-18.01,74481,53011,Clark,WA,July,207.48,1013,482,1 in 482
53,13,13,2020,7,4,50,75,0,50,100,0,66.67,66.67,0,-13.96,-48.75,-6.11,447,53013,Columbia,WA,July,,,,
53,15,15,2020,7,40,15.38,30.77,2.56,13.04,17.39,0,15.79,42.11,5.26,2.71,9.93,-0.48,16832,53015,Cowlitz,WA,July,224.25,248,446,1 in 446
53,17,17,2020,7,18,38.89,72.22,16.67,18.18,63.64,9.09,54.55,72.73,27.27,-37.14,-23.68,-37.91,7820,53017,Douglas,WA,July,1370.05,595,73,1 in 73
53,19,19,2020,7,4,0,33.33,0,0,33.33,0,0,50,0,8.33,8.33,25,505,53019,Ferry,WA,July,,,,
53,21,21,2020,7,28,37.04,66.67,14.81,30,60,10,50,75,25,-26.55,-19.71,-30.32,16936,53021,Franklin,WA,July,1382.03,1316,72,1 in 72
53,23,23,2020,7,2,0,0,0,0,0,0,0,0,0,38.89,-22.22,100,331,53023,Garfield,WA,July,,,,
53,25,25,2020,7,47,41.86,79.07,9.3,30.43,73.91,8.7,55,85,10,-39.33,-30.51,-49.48,19214,53025,Grant,WA,July,754.1,737,133,1 in 133
53,27,27,2020,7,37,9.38,21.88,0,15.79,26.32,0,5.88,17.65,0,-2.42,-8.18,-0.99,10485,53027,Grays Harbor,WA,July,86.6,65,1155,1 in 1155
53,29,29,2020,7,23,28.57,42.86,9.52,27.27,36.36,0,33.33,50,16.67,-18.46,-10.77,-27.93,10218,53029,Island,WA,July,48.16,41,2077,1 in 2077
53,31,31,2020,7,12,40,40,10,28.57,28.57,0,57.14,57.14,14.29,-22.05,-8.39,-27.69,2594,53031,Jefferson,WA,July,,,,
53,33,33,2020,7,430,32.51,57.85,11.02,22.78,52.74,4.64,47.62,68.03,21.09,-24.8,-18.47,-37.35,268768,53033,King,WA,July,227.14,5117,440,1 in 440
53,35,35,2020,7,69,20,41.82,5.45,12.5,28.12,3.12,33.33,62.5,12.5,-2.34,10.64,-24.84,37707,53035,Kitsap,WA,July,164.29,446,609,1 in 609
53,37,37,2020,7,15,33.33,53.33,0,20,50,0,50,50,0,-18.43,-7,-9.92,5044,53037,Kittitas,WA,July,481.9,231,208,1 in 208
53,39,39,2020,7,21,28.57,47.62,4.76,36.36,45.45,0,28.57,57.14,7.14,-19.2,-9.78,-34.23,3489,53039,Klickitat,WA,July,,,,
53,41,41,2020,7,40,10.26,38.46,2.56,4.55,22.73,4.55,13.64,59.09,0,0.89,4.51,-6.27,12405,53041,Lewis,WA,July,140.01,113,714,1 in 714
53,43,43,2020,7,14,15.38,46.15,7.69,14.29,42.86,14.29,14.29,57.14,0,-19.04,-29.85,-10.27,2006,53043,Lincoln,WA,July,,,,
53,45,45,2020,7,20,23.53,52.94,17.65,20,40,10,27.27,63.64,18.18,0.26,7.69,-9.53,7799,53045,Mason,WA,July,212.68,142,470,1 in 470
53,47,47,2020,7,30,28.57,53.57,10.71,27.27,54.55,9.09,26.32,47.37,10.53,-15.42,-7.32,-11.9,7726,53047,Okanogan,WA,July,1645.24,695,61,1 in 61
53,49,49,2020,7,19,33.33,46.67,33.33,0,14.29,0,45.45,54.55,45.45,-3.76,33.06,-17.07,2621,53049,Pacific,WA,July,,,,
53,51,51,2020,7,8,25,37.5,0,0,33.33,0,40,40,0,-24.14,-17.03,-28.4,1896,53051,Pend Oreille,WA,July,,,,
53,53,53,2020,7,228,25.32,41.14,6.96,15.69,30.39,0.98,40.62,57.81,15.62,-13.65,-6.75,-24.98,131216,53053,Pierce,WA,July,284.76,2577,351,1 in 351
53,55,55,2020,7,12,33.33,41.67,8.33,37.5,50,12.5,25,25,0,-12.67,-22.02,6.49,2054,53055,San Juan,WA,July,,,,
53,57,57,2020,7,42,46.88,68.75,25,25,55,15,68.75,87.5,37.5,-37,-26.41,-48.92,18707,53057,Skagit,WA,July,239.93,310,417,1 in 417
53,59,59,2020,7,9,44.44,55.56,0,42.86,57.14,0,40,40,0,-8.1,0.97,11.21,1513,53059,Skamania,WA,July,,,,
53,61,61,2020,7,192,33.12,53.5,9.55,24.21,44.21,7.37,46.05,64.47,14.47,-23.51,-18.22,-33.92,111961,53061,Snohomish,WA,July,199.74,1642,501,1 in 501
53,63,63,2020,7,152,22.14,49.29,6.43,13.95,40.7,4.65,33.33,60.32,9.52,-18.06,-10.15,-25.75,73371,53063,Spokane,WA,July,460.6,2408,217,1 in 217
53,65,65,2020,7,42,30.56,47.22,13.89,23.53,35.29,17.65,33.33,55.56,11.11,-13.8,-1.13,-21.38,7860,53065,Stevens,WA,July,168.41,77,594,1 in 594
53,67,67,2020,7,76,26.76,43.66,8.45,15.79,31.58,2.63,38.24,55.88,14.71,-16.81,-0.7,-34.24,40746,53067,Thurston,WA,July,136.3,396,734,1 in 734
53,69,69,2020,7,2,50,100,0,0,100,0,50,100,0,-58.53,-48.48,-58.53,464,53069,Wahkiakum,WA,July,,,,
53,71,71,2020,7,28,28,48,20,7.14,35.71,7.14,50,58.33,33.33,-17.28,4.13,-36.66,8993,53071,Walla Walla,WA,July,470.7,286,212,1 in 212
53,73,73,2020,7,59,25.45,56.36,10.91,18.75,50,9.38,34.62,61.54,15.38,-26.07,-21.61,-32.04,25604,53073,Whatcom,WA,July,126.5,290,791,1 in 791
53,75,75,2020,7,23,15.79,52.63,0,27.27,63.64,0,16.67,50,0,-7.49,-25.11,5.57,4822,53075,Whitman,WA,July,89.81,45,1113,1 in 1113
53,77,77,2020,7,102,32.29,57.29,9.38,26.92,50,7.69,33.33,60.78,9.8,-27.77,-20.85,-32.2,56314,53077,Yakima,WA,July,870.56,2184,115,1 in 115
6,1,1,2020,8,300,68.68,90.04,19.93,63.39,88.52,13.11,77.19,92.11,31.58,-53.72,-51.51,-56.83,191189,06001,Alameda,CA,August,324.05,5416,309,1 in 309
6,3,3,2020,8,2,100,100,0,100,100,0,100,100,0,-60,-60,-60,93,06003,Alpine,CA,August,,,,
6,5,5,2020,8,15,54.55,72.73,18.18,33.33,66.67,16.67,57.14,57.14,14.29,-31.73,-15.52,-22.27,4128,06005,Amador,CA,August,216.34,86,462,1 in 462
6,7,7,2020,8,73,62.9,80.65,19.35,56.25,75,3.12,57.14,71.43,28.57,-41.97,-31.44,-35.31,28599,06007,Butte,CA,August,563.9,1236,177,1 in 177
6,9,9,2020,8,20,57.14,78.57,21.43,44.44,66.67,22.22,83.33,100,33.33,-46.58,-36.09,-68.8,5209,06009,Calaveras,CA,August,272.3,125,367,1 in 367
6,11,11,2020,8,19,63.16,68.42,21.05,63.64,63.64,9.09,66.67,75,33.33,-35.84,-39.44,-31.71,4616,06011,Colusa,CA,August,459.46,99,218,1 in 218
6,13,13,2020,8,236,74.55,95,28.18,65,92.86,15,88.66,96.91,45.36,-60.35,-53.73,-68.72,165968,06013,Contra Costa,CA,August,377.54,4355,265,1 in 265
6,15,15,2020,8,14,33.33,83.33,16.67,22.22,88.89,0,50,75,25,-48.89,-44.84,-51.58,4608,06015,Del Norte,CA,August,100.68,28,993,1 in 993
6,17,17,2020,8,54,43.18,75,9.09,27.59,68.97,6.9,60,80,5,-37.3,-30.32,-39.53,25352,06017,El Dorado,CA,August,116.68,225,857,1 in 857
6,19,19,2020,8,310,68.86,88.93,17.65,64.92,90.05,9.95,72.18,85.71,27.07,-54.08,-52.24,-54.79,197942,06019,Fresno,CA,August,615.35,6148,163,1 in 163
6,21,21,2020,8,22,60,85,30,66.67,88.89,11.11,66.67,86.67,33.33,-50.28,-50.14,-52.66,5498,06021,Glenn,CA,August,345.16,98,290,1 in 290
6,23,23,2020,8,78,47.54,72.13,13.11,36.67,70,10,36.59,65.85,12.2,-34.24,-26.77,-28.91,15225,06023,Humboldt,CA,August,118.77,161,842,1 in 842
6,25,25,2020,8,59,70.18,87.72,29.82,58.33,83.33,19.44,72.73,90.91,39.39,-56.81,-50.66,-59.31,36731,06025,Imperial,CA,August,527.55,956,190,1 in 190
6,27,27,2020,8,24,31.25,68.75,6.25,33.33,66.67,16.67,28.57,64.29,7.14,-8,-15.68,-1.24,3530,06027,Inyo,CA,August,,,,
6,29,29,2020,8,244,69.48,90.14,18.78,68.18,88.64,15.15,72.63,90.53,27.37,-55.29,-51.96,-59.61,173113,06029,Kern,CA,August,548.43,4937,182,1 in 182
6,31,31,2020,8,60,52.63,82.46,7.02,37.5,78.12,3.12,59.46,81.08,10.81,-41.4,-30.89,-44.8,28329,06031,Kings,CA,August,1039.62,1590,96,1 in 96
6,33,33,2020,8,28,68,96,16,57.14,100,14.29,66.67,95.24,14.29,-53.74,-56.07,-52.8,7791,06033,Lake,CA,August,187.93,121,532,1 in 532
6,35,35,2020,8,18,28.57,78.57,7.14,28.57,85.71,0,11.11,66.67,11.11,-33.61,-41.52,-25.05,3649,06035,Lassen,CA,August,278.02,85,360,1 in 360
6,37,37,2020,8,1848,67.72,90.67,20.01,61.82,89.94,12.2,76.56,91.84,33.53,-54.37,-50.99,-59.53,1348612,06037,Los Angeles,CA,August,420.01,42165,238,1 in 238
6,39,39,2020,8,72,58.33,80,21.67,50,79.41,14.71,55,80,22.5,-46.12,-48.69,-42.74,32655,06039,Madera,CA,August,704.27,1108,142,1 in 142
6,41,41,2020,8,73,46.67,78.33,13.33,43.75,87.5,12.5,48.39,70.97,19.35,-36.35,-45.77,-33.7,33514,06041,Marin,CA,August,327.25,847,306,1 in 306
6,43,43,2020,8,10,57.14,71.43,0,60,60,0,57.14,71.43,0,-36.67,-33.35,-36.67,2066,06043,Mariposa,CA,August,,,,
6,45,45,2020,8,51,63.04,91.3,26.09,38.89,83.33,11.11,65.62,93.75,31.25,-56.24,-41.18,-57.88,14302,06045,Mendocino,CA,August,376.95,327,265,1 in 265
6,47,47,2020,8,106,71.74,89.13,23.91,67.31,90.38,11.54,78.43,88.24,37.25,-57.75,-53.85,-61.22,60553,06047,Merced,CA,August,811.37,2253,123,1 in 123
6,49,49,2020,8,9,22.22,55.56,11.11,33.33,33.33,33.33,14.29,57.14,0,-24.17,-35.69,-15.77,1386,06049,Modoc,CA,August,,,,
6,51,51,2020,8,12,50,75,8.33,40,60,20,50,80,10,-42.12,-34.74,-44.42,1596,06051,Mono,CA,August,,,,
6,53,53,2020,8,132,70.34,88.14,31.36,60.29,83.82,16.18,79.31,91.38,44.83,-56.33,-46.98,-61.95,76888,06053,Monterey,CA,August,636.78,2764,157,1 in 157
6,55,55,2020,8,41,64.86,83.78,32.43,56.52,82.61,13.04,66.67,72.22,55.56,-48.55,-43.03,-45.49,20296,06055,Napa,CA,August,238.85,329,419,1 in 419
6,57,57,2020,8,39,61.11,75,19.44,50,65,10,68,76,28,-41.9,-34.14,-50.42,11218,06057,Nevada,CA,August,122.3,122,818,1 in 818
6,59,59,2020,8,568,60.79,87.24,19.7,52.78,84.72,12.5,76.34,91.94,34.95,-51.14,-46.91,-60.13,480291,06059,Orange,CA,August,217.78,6916,459,1 in 459
6,61,61,2020,8,100,71.74,93.48,22.83,64.06,92.19,12.5,74.47,91.49,34.04,-58.05,-52.45,-58.57,59576,06061,Placer,CA,August,214.65,855,466,1 in 466
6,63,63,2020,8,12,66.67,77.78,22.22,60,80,0,80,80,40,-52.02,-51.12,-55.15,1979,06063,Plumas,CA,August,,,,
6,65,65,2020,8,448,80.93,94.59,26.03,76.35,92.53,16.6,82.42,96.97,38.79,-62.08,-57.36,-67.11,399073,06065,Riverside,CA,August,352.96,8720,283,1 in 283
6,67,67,2020,8,324,68.25,90.79,18.41,62.26,90.09,13.21,74.64,92.75,26.09,-54.27,-50.84,-57.64,213828,06067,Sacramento,CA,August,385.81,5988,259,1 in 259
6,69,69,2020,8,19,55.56,77.78,16.67,46.15,69.23,0,53.85,69.23,23.08,-40.06,-28.01,-35.08,6854,06069,San Benito,CA,August,711.69,447,141,1 in 141
6,71,71,2020,8,499,75.45,93.64,24.55,75.27,96.06,16.85,77.4,90.96,39.55,-58.37,-58.37,-60.24,391256,06071,San Bernardino,CA,August,428.42,9340,233,1 in 233
6,73,73,2020,8,685,73.18,92.25,31.66,68.34,91.29,21.11,80.46,93.87,47.13,-59.37,-55.19,-64.99,479497,06073,San Diego,CA,August,237.78,7938,421,1 in 421
6,75,75,2020,8,102,74,88,30,68.57,84.29,20,85.71,91.43,48.57,-58.72,-53.42,-67.64,45890,06075,San Francisco,CA,August,281.55,2482,355,1 in 355
6,77,77,2020,8,204,69.15,86.7,23.94,65.93,85.19,15.56,71.43,85.71,29.29,-53.52,-50.63,-55.06,134227,06077,San Joaquin,CA,August,517.09,3941,193,1 in 193
6,79,79,2020,8,79,61.33,88,17.33,48.89,86.67,11.11,71.79,87.18,25.64,-47.75,-43.64,-51.88,37107,06079,San Luis Obispo,CA,August,368.41,1043,271,1 in 271
6,81,81,2020,8,158,59.03,86.81,19.44,48.39,83.87,11.83,75,90.28,30.56,-51.62,-47.11,-59.12,89291,06081,San Mateo,CA,August,287.64,2205,348,1 in 348
6,83,83,2020,8,107,57.83,79.52,25.3,53.7,83.33,9.26,63.89,80.56,44.44,-45.32,-45.61,-46.04,72224,06083,Santa Barbara,CA,August,338.63,1512,295,1 in 295
6,85,85,2020,8,377,72.02,92.52,19.39,65.02,91.93,10.76,80.95,92.52,29.93,-56.45,-51.8,-62.06,268027,06085,Santa Clara,CA,August,305.78,5895,327,1 in 327
6,87,87,2020,8,68,76.09,97.83,21.74,68,100,16,86.96,95.65,26.09,-61.22,-57.84,-65.23,35316,06087,Santa Cruz,CA,August,221.07,604,452,1 in 452
6,89,89,2020,8,90,20.24,53.57,9.52,8.51,53.19,2.13,28.57,64.29,14.29,-17.71,-15.44,-26.22,26664,06089,Shasta,CA,August,74.41,134,1344,1 in 1344
6,91,91,2020,8,6,16.67,16.67,0,0,0,0,20,20,0,53.44,100,44.13,371,06091,Sierra,CA,August,,,,
6,93,93,2020,8,47,28.57,57.14,9.52,19.23,50,0,31.43,57.14,11.43,-21.87,-14.65,-20.55,6172,06093,Siskiyou,CA,August,96.47,42,1037,1 in 1037
6,95,95,2020,8,98,61.46,86.46,23.96,60.34,86.21,18.97,59.62,82.69,26.92,-53.89,-52.06,-54.16,57820,06095,Solano,CA,August,294.43,1318,340,1 in 340
6,97,97,2020,8,152,69.01,86.62,25.35,60.42,80.21,15.62,76.92,87.69,38.46,-52.8,-43.83,-57.88,68035,06097,Sonoma,CA,August,479.43,2370,209,1 in 209
6,99,99,2020,8,174,70.12,91.46,21.34,66.35,93.27,13.46,71.6,88.89,30.86,-55.9,-53.83,-57.75,107155,06099,Stanislaus,CA,August,653.22,3597,153,1 in 153
6,101,101,2020,8,35,48.48,72.73,27.27,45.83,66.67,16.67,50,73.08,30.77,-39.81,-36.66,-40.86,19594,06101,Sutter,CA,August,564.09,547,177,1 in 177
6,103,103,2020,8,44,25.64,58.97,2.56,19.23,53.85,3.85,19.23,50,0,-27.5,-26.54,-20.31,12007,06103,Tehama,CA,August,244.3,159,409,1 in 409
6,105,105,2020,8,13,16.67,58.33,8.33,14.29,57.14,0,16.67,58.33,8.33,-30.13,-31.63,-30.13,1117,06105,Trinity,CA,August,,,,
6,107,107,2020,8,173,59.15,90.24,17.68,47.17,87.74,8.49,64.71,90.2,24.51,-52.72,-46.92,-54.78,99795,06107,Tulare,CA,August,746.04,3478,134,1 in 134
6,109,109,2020,8,25,60,75,25,62.5,75,12.5,57.89,73.68,21.05,-45.08,-49.09,-42.94,5716,06109,Tuolumne,CA,August,102.79,56,973,1 in 973
6,111,111,2020,8,209,61.42,88.83,17.77,51.22,91.06,8.94,72.62,85.71,28.57,-49.91,-48.79,-52.49,144378,06111,Ventura,CA,August,308.39,2609,324,1 in 324
6,113,113,2020,8,59,73.21,87.5,21.43,73.53,85.29,11.76,72.73,87.88,33.33,-55.89,-51.75,-60.05,30379,06113,Yolo,CA,August,311.56,687,321,1 in 321
6,115,115,2020,8,35,40.74,70.37,25.93,31.25,62.5,18.75,61.54,84.62,38.46,-43.51,-34.18,-51.3,13367,06115,Yuba,CA,August,504.65,397,198,1 in 198
41,1,1,2020,8,13,25,25,8.33,28.57,28.57,14.29,20,20,0,-16.18,-10.15,-11.35,3567,41001,Baker,OR,August,,,,
41,3,3,2020,8,26,68,88,16,58.82,82.35,11.76,72.73,90.91,18.18,-47.85,-39.99,-54.51,10019,41003,Benton,OR,August,68.78,64,1454,1 in 1454
41,5,5,2020,8,113,63.27,84.69,21.43,54.69,82.81,14.06,77.78,88.89,35.56,-49.44,-46.18,-57.55,60424,41005,Clackamas,OR,August,137.74,576,726,1 in 726
41,7,7,2020,8,14,64.29,92.86,21.43,57.14,85.71,28.57,80,100,20,-52.65,-48.46,-58.67,5143,41007,Clatsop,OR,August,,,,
41,9,9,2020,8,20,78.57,92.86,35.71,87.5,100,25,71.43,85.71,57.14,-65.28,-65.01,-67.95,7374,41009,Columbia,OR,August,74.49,39,1342,1 in 1342
41,11,11,2020,8,25,37.5,62.5,4.17,25,56.25,6.25,53.33,66.67,6.67,-19.25,-16.19,-27.85,9717,41011,Coos,OR,August,60.48,39,1654,1 in 1654
41,13,13,2020,8,7,33.33,50,0,0,50,0,40,60,0,-15.49,-23.39,-18.13,3176,41013,Crook,OR,August,49.17,12,2034,1 in 2034
41,15,15,2020,8,7,14.29,57.14,0,0,33.33,0,16.67,66.67,0,-28.15,-15.15,-32.84,2220,41015,Curry,OR,August,,,,
41,17,17,2020,8,43,64.29,88.1,28.57,50,87.5,12.5,73.91,86.96,43.48,-56.86,-48.25,-62.06,24223,41017,Deschutes,OR,August,57.67,114,1734,1 in 1734
41,19,19,2020,8,48,36.59,60.98,7.32,18.18,40.91,0,41.38,65.52,10.34,-31.74,-16.71,-37.54,14446,41019,Douglas,OR,August,39.65,44,2522,1 in 2522
41,21,21,2020,8,2,50,50,0,50,50,0,50,50,0,-45.33,-45.33,-45.33,251,41021,Gilliam,OR,August,,,,
41,23,23,2020,8,7,33.33,33.33,0,33.33,33.33,0,50,50,0,16.98,16.98,-17.95,933,41023,Grant,OR,August,,,,
41,25,25,2020,8,13,0,18.18,0,0,16.67,0,0,20,0,12.26,13,10.69,1070,41025,Harney,OR,August,,,,
41,27,27,2020,8,8,71.43,85.71,0,60,80,0,100,100,0,-45.83,-39.21,-62.39,4140,41027,Hood River,OR,August,226.67,53,441,1 in 441
41,29,29,2020,8,60,42.37,81.36,10.17,35.9,74.36,2.56,48.39,83.87,19.35,-39.72,-32.93,-43.22,29518,41029,Jackson,OR,August,205.03,453,488,1 in 488
41,31,31,2020,8,10,20,40,10,0,16.67,0,28.57,42.86,14.29,-25.49,-12.19,-27.74,3595,41031,Jefferson,OR,August,531.27,131,188,1 in 188
41,33,33,2020,8,23,45.45,68.18,9.09,7.69,46.15,0,81.82,81.82,18.18,-36.68,-15.07,-55.92,10651,41033,Josephine,OR,August,69.72,61,1434,1 in 1434
41,35,35,2020,8,26,10,45,5,0,23.08,0,22.22,77.78,11.11,-23.9,-11.03,-44.54,9232,41035,Klamath,OR,August,54.22,37,1844,1 in 1844
41,37,37,2020,8,6,16.67,33.33,0,25,50,0,0,25,0,1.56,1.09,15.41,1188,41037,Lake,OR,August,,,,
41,39,39,2020,8,104,41.58,67.33,8.91,23.33,55,3.33,52.83,77.36,13.21,-34.38,-24.13,-39.55,43317,41039,Lane,OR,August,55.49,212,1802,1 in 1802
41,41,41,2020,8,18,88.24,88.24,47.06,88.89,88.89,44.44,80,80,50,-66.91,-64.51,-63.87,6909,41041,Lincoln,OR,August,90.07,45,1110,1 in 1110
41,43,43,2020,8,46,45.24,71.43,4.76,46.15,65.38,3.85,42.86,71.43,4.76,-35.17,-31.2,-25.59,18147,41043,Linn,OR,August,94.8,123,1055,1 in 1055
41,45,45,2020,8,20,36.84,68.42,5.26,16.67,58.33,0,45.45,63.64,9.09,-22.53,-7.72,-24.63,5032,41045,Malheur,OR,August,1625.72,497,62,1 in 62
41,47,47,2020,8,107,41.24,65.98,15.46,25.42,57.63,8.47,58.82,76.47,25.49,-34.33,-24.33,-46.61,54047,41047,Marion,OR,August,338.4,1177,296,1 in 296
41,49,49,2020,8,8,62.5,87.5,12.5,40,80,0,100,100,25,-53.94,-43.59,-71.73,2194,41049,Morrow,OR,August,,,,
41,51,51,2020,8,151,40.56,79.02,9.79,26.92,72.12,2.88,60,93.85,20,-41.93,-34.66,-54.52,86740,41051,Multnomah,OR,August,192.16,1562,520,1 in 520
41,53,53,2020,8,23,43.48,56.52,13.04,13.33,33.33,0,66.67,75,25,-26.08,-4.73,-43.89,12618,41053,Polk,OR,August,170.76,147,586,1 in 586
41,55,55,2020,8,2,100,100,0,100,100,0,100,100,0,-64.42,-64.42,-75,239,41055,Sherman,OR,August,,,,
41,57,57,2020,8,12,25,58.33,16.67,20,40,0,28.57,71.43,28.57,-26.49,-7.86,-39.79,3220,41057,Tillamook,OR,August,,,,
